EmployeeNumber,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
1190,No,Research & Development,2,1,1,3,3,1,Sales Representative,1,1,No,12,3,3,80,3,1,3,3
1191,No,Research & Development,4,4,1,4,3,5,Manager,1,4,No,13,3,4,80,1,28,2,3
1192,No,Research & Development,6,1,1,2,3,1,Laboratory Technician,4,1,No,13,3,1,80,1,10,5,3
1193,No,Research & Development,9,2,1,3,3,1,Research Scientist,1,1,No,25,4,3,80,0,1,4,3
1195,No,Research & Development,7,3,1,1,3,1,Research Scientist,3,4,Yes,19,3,3,80,1,7,2,2
1196,No,Research & Development,1,3,1,4,2,2,Manufacturing Director,4,1,No,13,3,2,80,1,14,2,2
1198,No,Research & Development,3,3,1,1,2,1,Laboratory Technician,3,1,No,12,3,1,80,0,2,2,2
1200,Yes,Research & Development,10,4,1,3,3,1,Research Scientist,3,1,Yes,11,3,3,80,0,6,4,3
1201,No,Research & Development,7,2,1,4,3,5,Manager,3,3,No,18,3,2,80,1,26,6,3
1202,No,Research & Development,15,1,1,2,1,1,Research Scientist,4,0,Yes,18,3,1,80,1,6,2,2
1203,Yes,Research & Development,3,4,1,3,2,1,Research Scientist,4,0,Yes,11,3,2,80,1,1,5,3
1204,No,Research & Development,2,3,1,3,3,4,Manager,1,8,No,23,4,1,80,0,28,2,3
1206,No,Research & Development,17,3,1,4,1,1,Research Scientist,3,2,No,13,3,4,80,0,6,3,3
1207,No,Research & Development,2,3,1,2,3,1,Human Resources,3,1,No,13,3,4,80,1,5,2,3
1210,Yes,Research & Development,5,2,1,1,2,1,Research Scientist,1,6,No,17,3,1,80,1,5,2,1
1211,No,Research & Development,29,4,1,3,3,2,Sales Executive,1,8,No,19,3,3,80,3,8,3,3
1212,No,Research & Development,2,4,1,2,3,2,Sales Executive,2,5,No,12,3,4,80,3,5,2,3
1215,No,Research & Development,2,3,1,4,3,4,Manager,1,2,No,22,4,3,80,1,32,3,3
1216,No,Research & Development,19,4,1,4,2,1,Laboratory Technician,1,1,No,12,3,3,80,3,6,2,3
1217,No,Research & Development,15,2,1,4,3,5,Research Director,2,5,No,11,3,1,80,1,25,2,3
1218,No,Research & Development,17,4,1,3,3,2,Sales Executive,1,3,Yes,15,3,4,80,3,15,2,3
1219,Yes,Research & Development,17,2,1,4,3,1,Laboratory Technician,2,1,No,13,3,1,80,1,1,3,1
1220,No,Research & Development,25,3,1,2,3,2,Sales Executive,3,1,No,12,3,1,80,1,10,3,2
1221,No,Research & Development,6,4,1,3,1,1,Laboratory Technician,3,1,No,14,3,3,80,1,7,4,3
1224,No,Research & Development,7,4,1,3,3,2,Laboratory Technician,3,1,No,13,3,1,80,3,10,4,2
1225,No,Research & Development,29,4,1,4,3,2,Research Scientist,4,1,No,25,4,2,80,0,20,3,3
1226,No,Research & Development,21,3,1,3,4,1,Sales Representative,4,1,No,17,3,4,80,0,2,2,3
1228,No,Research & Development,2,4,1,4,3,2,Manufacturing Director,4,2,No,11,3,3,80,1,12,3,2
1231,No,Research & Development,2,5,1,4,4,2,Human Resources,1,7,No,16,3,1,80,1,10,3,4
1233,No,Research & Development,7,4,1,2,4,2,Sales Executive,4,0,Yes,18,3,2,80,1,12,3,3
1234,No,Research & Development,13,3,1,3,2,1,Laboratory Technician,2,1,No,20,4,3,80,1,2,2,3
1235,No,Research & Development,2,2,1,4,3,2,Research Scientist,3,4,Yes,14,3,4,80,0,10,2,3
1237,No,Research & Development,1,3,1,3,1,3,Manufacturing Director,1,2,Yes,21,4,3,80,1,17,2,3
1238,No,Research & Development,9,3,1,1,3,1,Research Scientist,4,0,No,13,3,2,80,1,15,5,3
1239,No,Research & Development,10,3,1,2,2,2,Sales Executive,2,7,No,12,3,2,80,1,7,2,4
1240,No,Research & Development,10,4,1,3,3,2,Sales Executive,4,0,No,14,3,2,80,0,5,4,3
1241,No,Research & Development,1,3,1,4,3,1,Research Scientist,2,0,Yes,21,4,1,80,1,12,2,3
1242,No,Research & Development,26,5,1,1,3,3,Research Director,1,3,Yes,17,3,3,80,0,20,6,3
1243,No,Research & Development,8,2,1,3,2,3,Sales Executive,4,4,Yes,11,3,2,80,1,16,6,2
1244,No,Research & Development,14,3,1,1,3,1,Research Scientist,1,1,Yes,14,3,4,80,2,9,3,2
1245,No,Research & Development,1,4,1,4,3,3,Manufacturing Director,3,7,No,17,3,1,80,1,33,2,1
1246,No,Research & Development,2,1,1,1,4,1,Research Scientist,4,1,No,13,3,4,80,1,10,5,3
1248,Yes,Research & Development,10,3,1,1,2,1,Research Scientist,2,1,Yes,25,4,2,80,0,1,2,4
1249,No,Research & Development,1,3,1,1,3,1,Research Scientist,4,1,No,15,3,1,80,3,3,5,3
1250,No,Research & Development,3,3,1,4,3,4,Research Director,4,3,No,14,3,1,80,0,36,2,3
1251,No,Research & Development,11,2,1,3,3,2,Healthcare Representative,1,1,Yes,12,3,4,80,0,6,2,2
1252,No,Research & Development,24,3,1,3,2,2,Healthcare Representative,1,1,No,19,3,2,80,0,10,2,3
1254,No,Research & Development,3,3,1,3,2,2,Sales Executive,4,5,No,17,3,4,80,0,13,2,3
1255,No,Research & Development,3,3,1,3,1,5,Research Director,4,3,No,14,3,2,80,1,25,2,3
1256,No,Research & Development,4,2,1,1,2,5,Manager,3,2,No,13,3,3,80,1,23,2,4
1257,No,Research & Development,3,3,1,3,3,1,Research Scientist,2,1,No,12,3,3,80,0,12,2,2
1258,No,Research & Development,2,2,1,4,4,1,Laboratory Technician,2,5,No,11,3,3,80,0,7,4,2
1259,No,Research & Development,4,2,1,1,3,1,Research Scientist,3,1,No,11,3,2,80,3,5,2,3
1260,No,Research & Development,7,3,1,3,3,2,Healthcare Representative,4,1,Yes,11,3,2,80,2,6,2,3
1263,No,Research & Development,1,3,1,4,2,5,Research Director,4,6,No,12,3,3,80,0,25,3,4
1264,No,Research & Development,1,3,1,4,2,4,Research Director,4,3,No,14,3,2,80,2,9,2,2
1265,No,Research & Development,20,3,1,3,4,1,Research Scientist,3,0,No,17,3,4,80,0,2,5,2
1267,No,Research & Development,5,3,1,2,3,5,Manager,2,7,No,11,3,3,80,1,26,5,3
1268,No,Research & Development,10,5,1,4,4,3,Sales Executive,3,0,Yes,14,3,4,80,2,10,3,3
1269,No,Research & Development,25,3,1,2,4,1,Research Scientist,4,1,Yes,12,3,4,80,0,1,2,3
1270,No,Research & Development,1,2,1,4,3,1,Research Scientist,3,1,No,22,4,4,80,1,1,2,3
1273,Yes,Research & Development,24,1,1,3,1,1,Sales Representative,4,1,Yes,14,3,4,80,0,1,4,3
1275,No,Research & Development,4,2,1,3,3,1,Research Scientist,4,1,Yes,20,4,2,80,0,8,2,2
1277,Yes,Research & Development,2,3,1,1,1,5,Manager,2,2,Yes,16,3,1,80,0,26,2,3
1278,No,Research & Development,8,1,1,4,2,4,Healthcare Representative,2,1,Yes,15,3,4,80,1,34,3,3
1279,Yes,Research & Development,10,2,1,1,2,1,Laboratory Technician,3,1,No,20,4,3,80,0,2,2,1
1280,No,Research & Development,4,2,1,4,2,5,Manager,2,2,No,14,3,3,80,1,26,2,3
1281,No,Research & Development,2,3,1,3,3,2,Sales Executive,1,0,Yes,12,3,4,80,0,4,3,3
1282,No,Research & Development,9,3,1,4,3,5,Manager,2,4,Yes,24,4,1,80,1,31,5,2
1283,No,Research & Development,18,4,1,4,3,3,Manufacturing Director,4,6,No,12,3,4,80,0,25,6,2
1285,No,Research & Development,19,3,1,3,3,2,Laboratory Technician,2,4,No,13,3,3,80,2,15,2,4
1286,No,Research & Development,1,4,1,4,3,1,Laboratory Technician,3,0,Yes,11,3,3,80,0,5,2,2
1288,No,Research & Development,4,2,1,3,4,5,Manager,1,1,No,14,3,4,80,2,26,4,2
1289,No,Research & Development,11,3,1,3,2,2,Human Resources,2,4,No,11,3,4,80,2,14,5,4
1291,No,Research & Development,6,1,1,3,3,1,Research Scientist,3,0,Yes,14,3,4,80,0,4,3,3
1292,No,Research & Development,7,4,1,2,4,2,Research Scientist,2,6,Yes,16,3,4,80,0,18,2,3
1293,No,Research & Development,4,4,1,4,2,3,Sales Executive,4,3,No,14,3,4,80,0,23,3,4
1294,No,Research & Development,2,4,1,3,3,2,Manufacturing Director,2,9,Yes,11,3,4,80,0,18,2,3
1295,Yes,Research & Development,15,3,1,1,3,3,Healthcare Representative,4,1,No,11,3,4,80,1,10,2,3
1296,No,Research & Development,2,3,1,4,2,1,Laboratory Technician,4,1,Yes,12,3,2,80,1,2,2,3
1297,No,Research & Development,6,2,1,2,2,1,Laboratory Technician,3,0,No,14,3,2,80,0,8,6,2
1298,No,Research & Development,9,2,1,3,3,2,Manufacturing Director,3,7,Yes,18,3,3,80,0,10,3,3
1299,Yes,Research & Development,7,3,1,2,3,1,Laboratory Technician,3,3,Yes,13,3,1,80,2,10,2,3
1301,No,Research & Development,1,3,1,4,3,1,Research Scientist,1,2,No,11,3,2,80,0,5,2,2
1303,No,Research & Development,1,3,1,4,3,1,Research Scientist,2,1,No,18,3,4,80,0,2,3,2
1304,No,Research & Development,8,3,1,3,4,2,Sales Executive,4,1,No,15,3,3,80,2,10,4,4
1306,No,Research & Development,25,3,1,2,3,5,Manager,2,3,No,22,4,3,80,0,22,4,3
1307,No,Research & Development,13,4,1,3,2,4,Manager,2,6,Yes,13,3,4,80,2,21,4,3
1308,No,Research & Development,23,4,1,1,3,1,Research Scientist,3,1,No,12,3,4,80,2,2,3,3
1309,Yes,Research & Development,7,2,1,4,3,2,Laboratory Technician,3,1,No,18,3,1,80,1,10,3,3
1310,Yes,Research & Development,23,3,1,3,3,1,Research Scientist,1,0,No,13,3,1,80,0,6,2,3
1311,No,Research & Development,6,3,1,1,2,2,Laboratory Technician,4,0,No,12,3,1,80,1,10,6,3
1312,No,Research & Development,10,4,1,4,3,3,Healthcare Representative,3,3,No,12,3,1,80,0,10,0,3
1314,No,Research & Development,1,2,1,4,3,1,Human Resources,1,6,No,12,3,3,80,0,10,3,4
1315,No,Research & Development,1,3,1,3,1,2,Laboratory Technician,4,0,No,11,3,1,80,3,10,6,3
1317,No,Research & Development,28,3,1,4,3,4,Research Director,1,4,Yes,11,3,2,80,0,25,2,3
1318,Yes,Research & Development,25,4,1,4,2,3,Sales Executive,2,2,Yes,12,3,3,80,0,9,2,3
1319,Yes,Research & Development,5,3,1,2,3,3,Sales Executive,2,9,Yes,19,3,3,80,0,10,2,2
1321,No,Research & Development,17,4,1,2,3,3,Manager,1,1,Yes,23,4,4,80,2,9,2,3
1322,No,Research & Development,18,2,1,1,3,2,Manufacturing Director,3,0,No,11,3,1,80,0,9,6,3
1324,No,Research & Development,2,4,1,4,3,3,Sales Executive,3,1,Yes,19,3,1,80,1,10,5,2
1329,No,Research & Development,10,2,1,3,1,2,Sales Executive,2,1,No,13,3,1,80,0,19,4,3
1331,Yes,Research & Development,1,3,1,4,3,1,Sales Representative,2,1,Yes,11,3,1,80,0,3,2,4
1333,Yes,Research & Development,3,3,1,1,3,1,Laboratory Technician,1,4,No,12,3,3,80,0,10,4,4
1334,No,Research & Development,2,1,1,3,3,4,Manager,3,0,Yes,13,3,4,80,0,21,3,2
1336,No,Research & Development,2,2,1,4,1,5,Manager,3,4,No,14,3,4,80,1,23,5,3
1338,No,Research & Development,8,4,1,4,3,5,Manager,2,6,No,14,3,1,80,0,36,4,3
1340,No,Research & Development,16,2,1,3,3,1,Research Scientist,3,9,No,16,3,2,80,1,6,0,3
1344,No,Research & Development,9,3,1,4,3,3,Healthcare Representative,4,0,No,11,3,4,80,1,10,0,2
1346,No,Research & Development,2,3,1,3,3,2,Research Scientist,4,1,No,13,3,3,80,0,9,4,3
1349,No,Research & Development,1,3,1,3,3,2,Sales Executive,1,0,No,17,3,4,80,1,10,2,3
1350,No,Research & Development,4,4,1,3,3,2,Research Scientist,3,1,Yes,11,3,2,80,0,9,3,3
1352,No,Research & Development,5,3,1,3,3,4,Manager,2,1,Yes,11,3,2,80,1,33,2,3
1355,No,Research & Development,2,2,1,2,3,2,Sales Executive,1,3,No,15,3,4,80,1,11,3,3
1356,No,Research & Development,15,2,1,3,3,2,Sales Executive,1,1,No,12,3,4,80,0,10,6,4
1358,No,Research & Development,19,1,1,4,3,1,Laboratory Technician,4,3,No,11,3,3,80,3,7,6,2
1360,Yes,Research & Development,7,4,1,3,2,3,Manufacturing Director,1,7,Yes,14,3,4,80,0,31,0,2
1361,No,Research & Development,1,4,1,2,3,1,Laboratory Technician,2,3,No,22,4,3,80,1,7,3,3
1362,No,Research & Development,7,3,1,1,4,2,Sales Executive,1,2,No,16,3,4,80,1,17,2,2
1363,No,Research & Development,4,3,1,4,3,3,Manufacturing Director,4,1,No,11,3,3,80,0,11,2,3
1364,No,Research & Development,11,3,1,3,4,1,Sales Representative,4,8,No,14,3,2,80,1,5,4,3
1367,No,Research & Development,11,2,1,4,2,4,Manufacturing Director,2,3,No,16,3,2,80,0,29,1,2
1368,No,Research & Development,1,3,1,4,3,1,Laboratory Technician,4,1,No,15,3,3,80,0,0,5,4
1369,No,Research & Development,1,3,1,4,2,2,Laboratory Technician,4,0,No,12,3,2,80,1,10,0,3
1371,No,Research & Development,2,1,1,4,1,2,Sales Executive,4,3,No,20,4,2,80,0,8,3,3
1372,Yes,Research & Development,13,4,1,1,4,4,Sales Executive,3,6,Yes,17,3,3,80,0,24,2,2
1373,No,Research & Development,23,3,1,4,3,4,Manufacturing Director,2,4,Yes,12,3,1,80,1,33,0,3
1374,No,Research & Development,26,1,1,1,2,1,Research Scientist,3,1,No,20,4,3,80,3,5,2,3
1375,No,Research & Development,2,1,1,2,4,2,Healthcare Representative,3,5,No,20,4,2,80,3,15,0,3
1377,No,Research & Development,29,3,1,2,3,2,Laboratory Technician,3,4,No,13,3,1,80,2,10,1,3
1379,Yes,Research & Development,2,3,1,3,2,1,Sales Representative,4,7,No,14,3,3,80,0,3,3,4
1380,Yes,Research & Development,18,4,1,4,3,2,Sales Executive,3,0,Yes,18,3,3,80,1,5,0,2
1382,No,Research & Development,7,3,1,4,4,1,Research Scientist,3,1,No,11,3,4,80,3,4,2,3
1383,No,Research & Development,2,4,1,3,3,2,Healthcare Representative,4,1,No,11,3,4,80,0,14,2,4
1387,No,Research & Development,26,3,1,3,2,2,Sales Executive,1,1,No,11,3,3,80,1,5,0,3
1389,Yes,Research & Development,22,4,1,4,3,2,Manufacturing Director,3,1,Yes,15,3,4,80,2,10,3,2
1390,No,Research & Development,21,4,1,1,2,2,Sales Executive,4,3,Yes,12,3,4,80,2,8,2,4
1391,No,Research & Development,2,3,1,2,3,3,Sales Executive,2,2,No,11,3,2,80,0,14,5,3
1392,No,Research & Development,22,3,1,4,3,2,Research Scientist,4,3,Yes,14,3,1,80,2,12,4,2
1394,No,Research & Development,4,1,1,3,3,1,Research Scientist,3,7,Yes,15,3,4,80,0,8,2,3
1395,No,Research & Development,5,1,1,2,3,2,Sales Executive,4,6,No,13,3,1,80,0,8,2,4
1396,No,Research & Development,2,1,1,3,3,2,Sales Executive,2,0,Yes,13,3,1,80,3,4,3,2
1397,No,Research & Development,25,2,1,3,3,3,Healthcare Representative,3,3,No,21,4,2,80,1,13,2,3
1399,No,Research & Development,18,1,1,1,4,2,Sales Executive,3,2,No,11,3,2,80,0,6,3,2
1401,No,Research & Development,28,2,1,4,4,4,Manufacturing Director,3,2,Yes,11,3,2,80,1,24,3,2
1402,No,Research & Development,6,3,1,1,2,2,Research Scientist,3,1,Yes,14,3,1,80,0,20,3,1
1403,No,Research & Development,10,3,1,4,2,2,Sales Executive,4,1,Yes,11,3,4,80,0,6,3,3
1405,Yes,Research & Development,17,4,1,4,3,1,Research Scientist,3,1,Yes,13,3,4,80,0,8,2,3
1407,No,Research & Development,2,1,1,1,2,1,Research Scientist,4,0,No,12,3,4,80,0,5,2,3
1408,No,Research & Development,10,3,1,3,3,4,Manager,1,0,No,14,3,3,80,1,21,5,3
1409,No,Research & Development,8,4,1,3,3,1,Laboratory Technician,1,9,No,13,3,3,80,0,12,2,1
1411,No,Research & Development,11,3,1,1,3,1,Laboratory Technician,3,4,No,18,3,1,80,0,8,6,3
1412,No,Research & Development,18,2,1,3,3,3,Manufacturing Director,4,2,No,11,3,3,80,0,10,2,3
1415,No,Research & Development,1,3,1,1,3,1,Laboratory Technician,4,4,No,11,3,2,80,1,7,2,2
1417,No,Research & Development,7,3,1,3,4,1,Laboratory Technician,1,0,No,12,3,4,80,0,8,2,3
1419,No,Research & Development,17,3,1,2,2,3,Human Resources,1,1,No,13,3,1,80,0,10,3,2
1420,Yes,Research & Development,28,2,1,1,2,2,Laboratory Technician,1,3,No,20,4,1,80,0,20,2,3
1421,Yes,Research & Development,14,1,1,3,3,3,Healthcare Representative,4,0,Yes,12,3,1,80,0,9,1,3
1422,No,Research & Development,1,3,1,4,3,4,Research Director,4,6,No,19,3,4,80,0,29,3,2
1423,No,Research & Development,1,3,1,4,3,5,Research Director,1,3,Yes,21,4,3,80,1,32,3,3
1424,No,Research & Development,1,4,1,2,4,4,Research Director,4,2,No,13,3,4,80,2,31,4,4
1425,No,Research & Development,3,4,1,1,3,2,Sales Executive,2,3,Yes,16,3,4,80,0,15,3,3
1427,Yes,Research & Development,1,4,1,2,1,1,Sales Representative,3,1,No,12,3,2,80,0,1,3,3
1428,No,Research & Development,7,4,1,4,3,2,Sales Executive,1,7,No,14,3,2,80,2,8,3,3
1430,No,Research & Development,8,5,1,1,3,4,Research Director,2,3,No,11,3,3,80,0,9,3,4
1431,No,Research & Development,1,4,1,4,3,1,Research Scientist,1,5,No,14,3,3,80,2,10,2,3
1433,Yes,Research & Development,8,3,1,1,2,1,Research Scientist,2,1,No,12,3,3,80,0,1,3,4
1434,No,Research & Development,11,1,1,2,3,1,Laboratory Technician,1,0,No,14,3,2,80,0,6,3,4
1435,No,Research & Development,4,4,1,1,2,2,Laboratory Technician,4,1,No,16,3,3,80,0,10,2,2
1436,No,Research & Development,16,4,1,3,2,2,Sales Executive,1,4,No,13,3,1,80,2,11,3,2
1438,No,Research & Development,1,3,1,1,3,1,Research Scientist,4,7,No,12,3,3,80,1,17,2,2
1439,Yes,Research & Development,9,2,1,1,2,1,Sales Representative,1,3,No,12,3,1,80,0,6,2,3
1440,No,Research & Development,5,2,1,3,4,1,Laboratory Technician,3,0,No,14,3,1,80,0,7,2,1
1441,No,Research & Development,1,2,1,1,3,1,Research Scientist,1,2,No,22,4,4,80,1,5,3,4
1443,No,Sales,2,4,1,1,3,4,Research Director,3,3,No,19,3,2,80,2,26,2,4
1445,No,Sales,4,1,1,4,3,2,Sales Executive,3,1,Yes,12,3,3,80,2,5,3,3
1446,No,Sales,7,5,1,4,3,2,Sales Executive,4,4,No,12,3,3,80,1,7,3,2
1447,No,Sales,1,3,1,4,2,1,Laboratory Technician,2,5,No,17,3,1,80,1,7,2,2
1448,No,Sales,5,5,1,2,4,1,Research Scientist,3,2,Yes,12,3,1,80,0,7,5,2
1449,No,Sales,9,4,1,3,3,2,Laboratory Technician,3,3,No,11,3,3,80,2,11,2,4
1453,No,Sales,8,2,1,1,3,3,Sales Executive,4,1,No,18,3,1,80,1,13,5,3
1457,Yes,Sales,9,3,1,1,3,3,Sales Executive,4,4,No,11,3,1,80,1,28,1,4
1458,Yes,Sales,2,3,1,1,2,1,Laboratory Technician,1,2,Yes,23,4,2,80,0,11,2,4
1459,Yes,Sales,1,5,1,3,4,3,Manufacturing Director,2,1,No,11,3,1,80,0,10,2,3
1460,No,Sales,20,3,1,2,1,3,Healthcare Representative,1,2,Yes,18,3,2,80,1,24,2,3
1461,No,Sales,8,2,1,4,4,1,Human Resources,2,9,No,18,3,4,80,0,8,3,3
1464,Yes,Sales,2,3,1,2,3,1,Laboratory Technician,4,6,Yes,13,3,3,80,1,7,2,1
1465,No,Sales,29,3,1,2,3,3,Manufacturing Director,4,4,Yes,18,3,4,80,2,10,4,4
1466,No,Sales,7,3,1,3,3,2,Sales Executive,1,4,No,11,3,1,80,3,15,3,3
1467,Yes,Sales,9,4,1,1,3,1,Human Resources,3,1,No,15,3,4,80,0,2,0,3
1468,No,Sales,8,1,1,4,2,3,Research Director,2,2,No,11,3,3,80,1,16,5,3
1469,No,Sales,5,3,1,4,3,2,Sales Executive,1,0,No,18,3,4,80,0,6,4,3
1471,No,Sales,5,3,1,3,2,1,Laboratory Technician,3,3,No,14,3,4,80,0,7,5,3
1472,No,Sales,2,3,1,4,4,4,Research Director,2,4,No,12,3,2,80,0,35,2,2
1473,No,Sales,5,4,1,1,3,2,Healthcare Representative,3,2,No,14,3,2,80,1,20,0,2
1474,No,Sales,2,3,1,3,3,1,Research Scientist,3,2,No,14,3,3,80,1,8,3,4
1475,No,Sales,20,3,1,4,3,1,Research Scientist,2,1,No,13,3,3,80,0,6,3,2
1477,No,Sales,7,3,1,4,3,2,Sales Executive,1,0,No,14,3,1,80,2,5,2,3
1478,No,Sales,3,3,1,4,1,2,Sales Executive,1,3,No,18,3,4,80,0,15,2,3
1479,No,Sales,16,1,1,4,3,2,Sales Executive,3,8,No,15,3,3,80,2,4,2,2
1480,No,Sales,9,2,1,1,3,1,Laboratory Technician,4,1,No,13,3,3,80,0,12,3,3
1481,No,Sales,1,5,1,1,3,2,Sales Executive,3,7,No,12,3,3,80,1,11,4,2
1482,No,Sales,7,3,1,3,3,1,Research Scientist,3,1,No,13,3,2,80,2,1,2,2
1483,No,Sales,1,2,1,2,4,2,Research Scientist,3,0,No,24,4,1,80,1,13,2,2
1484,No,Sales,7,4,1,3,3,3,Healthcare Representative,2,3,No,14,3,2,80,2,29,3,3
1485,No,Sales,15,3,1,2,3,4,Research Director,1,7,No,14,3,4,80,2,16,3,2
1486,Yes,Sales,1,3,1,1,3,1,Sales Representative,3,3,No,15,3,4,80,1,5,3,4
1487,Yes,Sales,13,3,1,1,3,2,Sales Executive,2,5,No,11,3,1,80,0,7,4,1
1489,Yes,Sales,24,4,1,1,2,2,Sales Executive,2,0,Yes,23,4,3,80,0,16,2,4
1492,No,Sales,7,1,1,4,3,1,Sales Representative,3,1,No,13,3,1,80,1,1,3,3
1494,Yes,Sales,9,3,1,2,3,1,Laboratory Technician,1,2,Yes,11,3,3,80,0,4,2,2
1495,No,Sales,13,2,1,4,3,1,Sales Representative,2,1,No,13,3,3,80,1,1,2,3
1496,No,Sales,2,1,1,2,3,3,Manufacturing Director,3,5,Yes,18,3,2,80,0,16,2,2
1497,No,Sales,19,3,1,3,2,2,Sales Executive,3,1,No,14,3,3,80,2,10,3,3
1499,No,Sales,1,3,1,3,3,1,Human Resources,3,0,No,21,4,1,80,1,6,3,4
1501,No,Sales,4,4,1,4,3,2,Healthcare Representative,3,0,Yes,16,3,2,80,0,4,2,3
1502,No,Sales,4,4,1,1,2,1,Laboratory Technician,2,8,No,11,3,4,80,0,8,5,3
1503,No,Sales,14,3,1,3,3,2,Sales Executive,3,3,Yes,17,3,3,80,1,11,4,2
1504,Yes,Sales,2,2,1,3,2,1,Laboratory Technician,1,7,No,11,3,3,80,0,8,2,2
1506,No,Sales,1,3,1,1,2,1,Research Scientist,3,1,No,14,3,4,80,1,1,2,1
1507,No,Sales,7,3,1,3,3,2,Sales Executive,1,0,No,14,3,4,80,0,5,5,3
1509,No,Sales,3,2,1,3,2,2,Laboratory Technician,1,4,No,25,4,1,80,1,10,3,3
1513,No,Sales,2,1,1,4,3,1,Laboratory Technician,2,0,No,13,3,3,80,3,4,3,3
1514,No,Sales,29,1,1,3,1,2,Manufacturing Director,2,1,No,14,3,2,80,2,8,2,2
1515,No,Sales,8,5,1,4,3,2,Healthcare Representative,3,2,Yes,17,3,1,80,0,14,6,3
1516,No,Sales,10,3,1,3,3,3,Manager,4,2,No,25,4,2,80,0,10,5,4
1520,No,Sales,11,4,1,2,3,4,Manager,4,3,No,20,4,1,80,1,26,2,3
1522,Yes,Sales,1,4,1,1,2,1,Research Scientist,1,6,No,13,3,3,80,0,11,2,1
1523,No,Sales,28,3,1,4,3,4,Research Director,1,3,No,13,3,3,80,1,24,1,4
1525,No,Sales,6,3,1,2,3,3,Manufacturing Director,2,4,No,18,3,4,80,0,9,3,3
1527,No,Sales,3,3,1,3,3,4,Manager,2,8,No,12,3,4,80,1,23,2,4
1529,No,Sales,16,3,1,4,2,3,Healthcare Representative,2,1,No,19,3,4,80,0,11,3,1
1533,No,Sales,20,1,1,1,3,2,Laboratory Technician,3,0,No,14,3,2,80,0,5,2,3
1534,Yes,Sales,9,4,1,4,3,1,Laboratory Technician,1,3,No,14,3,2,80,0,15,3,1
1535,No,Sales,1,3,1,4,2,3,Sales Executive,3,1,Yes,14,3,4,80,0,10,3,3
1537,Yes,Sales,3,3,1,4,3,1,Research Scientist,3,1,No,12,3,1,80,0,7,2,1
1539,No,Sales,22,5,1,3,1,4,Research Director,4,1,Yes,13,3,4,80,0,32,2,3
1541,No,Sales,7,2,1,2,3,1,Sales Representative,3,0,Yes,25,4,2,80,1,12,4,3
1542,No,Sales,2,3,1,3,2,1,Laboratory Technician,2,4,No,14,3,2,80,1,4,3,3
1543,No,Sales,13,3,1,1,3,2,Research Scientist,4,1,No,17,3,1,80,0,10,2,3
1544,No,Sales,8,1,1,3,1,2,Healthcare Representative,1,3,No,13,3,3,80,1,9,3,3
1545,No,Sales,25,3,1,4,2,2,Manufacturing Director,2,1,No,13,3,4,80,0,5,2,3
1546,No,Sales,28,3,1,4,3,1,Research Scientist,4,4,No,20,4,4,80,1,8,3,3
1547,No,Sales,2,3,1,4,3,3,Healthcare Representative,4,2,Yes,14,3,3,80,1,24,3,1
1548,No,Sales,9,2,1,1,3,2,Sales Executive,1,0,No,12,3,4,80,0,9,5,4
1549,No,Sales,28,4,1,2,3,2,Laboratory Technician,3,1,Yes,12,3,2,80,1,15,3,3
1550,No,Sales,6,2,1,3,3,4,Manager,4,1,Yes,21,4,4,80,0,21,2,3
1551,No,Sales,21,2,1,3,2,1,Laboratory Technician,1,0,No,14,3,2,80,3,2,3,3
1552,No,Sales,8,2,1,4,3,2,Healthcare Representative,4,3,Yes,18,3,3,80,0,8,2,3
1553,No,Sales,1,4,1,1,3,3,Healthcare Representative,2,1,No,12,3,1,80,3,10,4,3
1554,No,Sales,28,4,1,2,2,1,Sales Representative,3,0,No,23,4,1,80,2,6,5,3
1555,No,Sales,5,2,1,4,2,2,Research Scientist,2,3,No,12,3,1,80,1,12,2,3
1556,No,Sales,2,4,1,3,3,1,Sales Representative,4,3,Yes,21,4,4,80,0,7,3,2
1557,No,Sales,16,4,1,3,3,2,Sales Executive,3,8,No,14,3,3,80,1,18,2,3
1558,No,Sales,9,3,1,3,4,1,Research Scientist,3,6,No,18,3,1,80,2,5,2,2
1560,No,Sales,8,4,1,1,3,2,Sales Executive,1,2,No,13,3,4,80,1,8,6,1
1562,Yes,Sales,1,3,1,2,2,2,Sales Executive,1,1,No,11,3,4,80,1,10,4,3
1563,No,Sales,10,4,1,3,3,2,Human Resources,3,3,No,11,3,3,80,0,10,2,3
1564,No,Sales,1,3,1,4,2,1,Laboratory Technician,1,1,No,19,3,2,80,0,3,3,3
1568,No,Sales,29,4,1,3,3,3,Sales Executive,2,3,No,12,3,2,80,1,9,3,3
1569,Yes,Sales,2,3,1,1,3,1,Laboratory Technician,1,1,Yes,12,3,4,80,1,1,2,3
1572,Yes,Sales,2,5,1,3,2,3,Manufacturing Director,4,0,No,16,3,2,80,1,34,4,3
1573,Yes,Sales,2,3,1,3,3,2,Manufacturing Director,2,4,No,11,3,1,80,2,7,2,3
